CommentID,Comment,CommentTime,UserID,UserName
4433530077272167,火箭必胜[憧憬][憧憬],Thu Oct 31 18:56:44 +0800 2019,1897707182,爱上小笼包的洋洋大叔
4433526704861459,回复@何必与寂寞去纠缠:这是微博，是中国的应用，NBA官方这点意识还是有的，怎么可能会有火箭的,Thu Oct 31 18:43:20 +0800 2019,6796039979,年少为父
4433525375274725,回复@何必与寂寞去纠缠:有火箭的集锦能放我都够惊讶的了[费解][费解],Thu Oct 31 18:38:02 +0800 2019,5404298884,嗯嘿嘿哈哈
4433523408562067,这么牛逼你们去搞死莫雷啊，关火箭毛线事，我们只想看到精彩的比赛,Thu Oct 31 18:30:14 +0800 2019,1224560711,珠江文体公司陈生
4433517083533113,回复@酒肉臭122:所以啊，禁播火箭有个几把用？,Thu Oct 31 18:05:05 +0800 2019,2144412453,十月份的开始
4433514767949004,可以放火箭🚀的消息了？,Thu Oct 31 17:55:54 +0800 2019,2349129080,疋林KP
4433513866565175,看见火箭的新闻，随手就是投诉！好了，各位，来喷我吧！我正无聊呢！来啊！[酷],Thu Oct 31 17:52:19 +0800 2019,2179723062,rq-LLL
4433508800156042,滚蛋吧火箭,Thu Oct 31 17:32:11 +0800 2019,1872775094,_肾仔丰
4433505058373901,回复@時光太肤淺:别当个无脑喷！自己看着NBA指责别人播火箭的消息！你自己不觉得好笑吗！打着爱国的幌子当无脑喷！央视点名肖华支持莫雷言论自由，你那么爱国你看尼玛的NBA啊，你应该去给腾讯门口拉横幅示威禁播NBA，这才是你这样的爱国青年该干的事,Thu Oct 31 17:17:19 +0800 2019,5939053294,GL磊L
4433502919070005,火箭？,Thu Oct 31 17:08:48 +0800 2019,3502843841,一玲爱玲
4433501488732524,回复@時光太肤淺:你可以看看腾讯官方的原文，人家说的是暂停转播火箭，并没有说禁播。,Thu Oct 31 17:03:07 +0800 2019,3164454167,水石生工
4433498909325316,回复@時光太肤淺:没有哪条规定说火箭的不让放啊  央视跟腾讯不播也没法律规定别的不可以放吧,Thu Oct 31 16:52:53 +0800 2019,6191148673,火箭今年不夺冠不改名字
4433498888301265,火箭总冠军,Thu Oct 31 16:52:48 +0800 2019,3795130435,金灶沐1975
4433494362962531,滚蛋吧火箭,Thu Oct 31 16:34:48 +0800 2019,3239988220,羊羊恩恩
4433493822011839,回复@西凡Curry:其实吧，联盟30只球队，除了那些恶意伤人的球员，都挺好的。为啥会有那么多人讨厌勇士，讨厌火箭，讨厌湖人，还不是因为球迷之间互相诋毁，所以谁也别说谁，也许你没喷过别的队，但是别的球迷喷过别的队。,Thu Oct 31 16:32:40 +0800 2019,6577122932,卜瑜7
4433492936984349,是不是晒脸，隔离火箭是最后底线了,Thu Oct 31 16:29:09 +0800 2019,5603067440,禾丁小1987
4433491162532262,看NBA比赛可以，不要放火箭出来就可以了，[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈],Thu Oct 31 16:22:06 +0800 2019,5455189489,liang11_95854
4433490739620036,回复@GL磊L:腾讯既然直播NBA 了，禁播火箭了，说明事态的发展和态度就是到了NBA 可以看，火箭不能看，脑袋是个好东西希望你有，你不看NBA ，你跑NBA 微博下面看尼玛啊？,Thu Oct 31 16:20:25 +0800 2019,3967759703,時光太肤淺
4433489850509068,火箭怎么又来了？？？,Thu Oct 31 16:16:53 +0800 2019,3272641390,_Ggtyou
4433489845671208,回复@水石生工:抵制火箭，人人有责，有些人为了流量，为了个人爱好真是没有尊严和底线！,Thu Oct 31 16:16:52 +0800 2019,3967759703,時光太肤淺
4433489690312499,回复@時光太肤淺:NBA可以看火箭不能看？笑话支持莫雷，央视都点名肖华应该叫笑话，你看尼玛的NBA啊,Thu Oct 31 16:16:15 +0800 2019,5939053294,GL磊L
4433489044333025,回复@水石生工:你看央视播了吗？腾讯播了吗？这么轻易的就原谅了？现在博主开始放集锦视频，过两天是不是开始放录像，开始直播！NBA可以看，火箭不能看！,Thu Oct 31 16:13:40 +0800 2019,3967759703,時光太肤淺
4433488495328336,估计再过一段时间，火箭的比赛都要转播了,Thu Oct 31 16:11:30 +0800 2019,6082373610,阿金AKing啊
4433488310564982,实在不行……火箭的就不必了吧   其他的已经默许了……[汗],Thu Oct 31 16:10:46 +0800 2019,5650245463,youngbea97
4433488230667655,？？？？放火箭资讯,Thu Oct 31 16:10:27 +0800 2019,2714284927,阿龙Ssang
4433488004129514,垃圾火箭，滚一边去,Thu Oct 31 16:09:33 +0800 2019,1261628893,楚晓天Jack
4433487995987172,滚吧火箭队，,Thu Oct 31 16:09:30 +0800 2019,2454838832,樱花--泪痕
4433487849090987,见火箭信息出来就举报一次,Thu Oct 31 16:08:56 +0800 2019,1948714021,这个桃白白不太冷
4433487749142470,不是抵制火箭吗,Thu Oct 31 16:08:32 +0800 2019,1836851257,wong振辰33
4433487409290137,请大家不要评论，谁评论谁就是给火箭流量,Thu Oct 31 16:07:11 +0800 2019,3289782545,yu小白的yu
4433486682834049,坚决抵制火箭,Thu Oct 31 16:04:17 +0800 2019,1787870064,我叫宅哐哐
4433485987361137,你还敢放火箭集锦？,Thu Oct 31 16:01:32 +0800 2019,1955081405,M-78星云派驻地球观察员
4433485760373720,为啥火箭的新闻会放出来那？,Thu Oct 31 16:00:38 +0800 2019,5468110697,Eason的502
4433485035431663,其他都能接受，火箭请滚好不好~~,Thu Oct 31 15:57:45 +0800 2019,1838668033,L丶鴻
4433484850613489,火箭牛逼,Thu Oct 31 15:57:01 +0800 2019,5259606231,庞木森
4433484774380917,火箭滚！,Thu Oct 31 15:56:43 +0800 2019,5105859822,Laoyangyugod
4433484266914586,火箭新闻都出来了？？？,Thu Oct 31 15:54:41 +0800 2019,5653327585,于老师的丁先生
4433484212627866,哦原来火箭并没有被封杀[摊手][摊手][摊手],Thu Oct 31 15:54:28 +0800 2019,3006380823,黄竞进不是黄竞炜
4433483978463384,火箭新闻被放出来了么？,Thu Oct 31 15:53:33 +0800 2019,3967759703,時光太肤淺
4433483050565554,不是不转播火箭比赛吗,Thu Oct 31 15:49:51 +0800 2019,3894188376,卡管家
4433480258005463,还敢火箭吗？罚球绝杀，哈登也就这样,Thu Oct 31 15:38:45 +0800 2019,1824621715,达拉斯金童
4433478500032684,回复@小飘413:那个最后冒昧的问一下，您对社会多大贡献哟，那你觉得我们除了不关注火箭队，不给他热度，那作为我们球迷我们还有别的什么办法吗，不就只能在下面说nba官博不要再播火箭消息以以外，我们还有什么办法呢，敬请高见，还有啊，别和谁说话高高在上的态度，你完全不知道别人，凭什么评论呢,Thu Oct 31 15:31:46 +0800 2019,5853489031,爱职业的豪某人
4433477849827144,回复@小飘413:我就喜欢你这种站在制高点上讽刺别人的人，我又是哪点找不到工作，你又是从哪来看出来的呢，不要就觉得自己高人一等，显的幼稚又可笑，而且我的话你都没读懂，小学文化吗。能播nba那肯定是和国家谈妥了，可是莫雷没道歉啊，那你继续关心火箭，给他们热度，不就等于什么事情没发生吗，有点骨气,Thu Oct 31 15:29:12 +0800 2019,5853489031,爱职业的豪某人
4433475169937088,火箭真让我又爱又恨。该s的，莫雷！,Thu Oct 31 15:18:33 +0800 2019,7300997695,快乐就完事了29741
4433469691686678,火箭总冠军火箭加油,Thu Oct 31 14:56:46 +0800 2019,6042678943,2598K
4433468329542862,回复@一只呵呵1:哈哈哈哈哈 可爱死了你 我跟莫雷是一路货色那你又是什么品种的东西 那你怎么还没打电话报警啊 火箭打了四场比赛了每场都有新闻报道 你咋还没报警举报啊 要不要我把110电话给你 不知道是多少吗,Thu Oct 31 14:51:22 +0800 2019,3153688332,愚距
4433467338970328,终于能看见火箭了…,Thu Oct 31 14:47:26 +0800 2019,2071414147,J丶Blackie
4433465845801334,不要发火箭，发火箭bs,Thu Oct 31 14:41:30 +0800 2019,5614194454,阿毕毕毕毕毕
4433464809829975,回复@PhilipDick:哟？上赛季支持快船 支持火箭 支持开拓者 支持猛龙的那帮变形蜜是谁？詹密吗？那没事了[笑哈哈][笑哈哈],Thu Oct 31 14:37:23 +0800 2019,6168581446,魔法猫咪丶锤石
4433462737754071,你别播火箭了，我的哥哥,Thu Oct 31 14:29:09 +0800 2019,5456909468,你好我叫黑辣条
4433455322387595,回复@HaHa-TeacherCHEN:全不看敬你是条汉子，看着NBA骂着看火箭的人，有什么区别，五十步笑百步？还NBA不禁我懂，给我整吐了,Thu Oct 31 13:59:41 +0800 2019,6311757865,Sprayer_ZZQ
4433452327276621,别发火箭了吧？比较都给禁播了你这样还发出来？,Thu Oct 31 13:47:47 +0800 2019,5335402203,飞不上蓝天的猪宝宝
4433451706771960,LOVE 别再骑士憋着了····火箭内线需要你,Thu Oct 31 13:45:18 +0800 2019,1601480110,Chris_LEE心聲
4433449962113050,火箭都是司马球迷,Thu Oct 31 13:38:23 +0800 2019,1819383002,Jaguar_ZM
4433448225453143,回复@Sprayer_ZZQ:楼主绝逼双标狗，看着nba，关注着nba然后喷火箭，骂国人，自己不看就行了，想别人也不看，，关键自己还要看[太开心][太开心][太开心][太开心],Thu Oct 31 13:31:28 +0800 2019,5683323939,HaHa-TeacherCHEN
4433447512325119,太精彩了！真正的对攻大战！最后看得好惊险！火箭[威武][威武][威武],Thu Oct 31 13:28:39 +0800 2019,1926694875,-微笑永恒-
4433444119692883,火箭这防守，这赛季走不远,Thu Oct 31 13:15:10 +0800 2019,1987668095,Zorro泽ge
4433443481724375,回复@RS52770:选择性爱国，也就是说在不伤害自己利益的前提下爱国，当然也算是一种爱国吧。不过没火箭看文化生活真是贫瘠,Thu Oct 31 13:12:37 +0800 2019,6339982735,是卢永权大帅哥啊
4433442219837642,回复@开心圣果1240:肖华公开支持莫雷知道不？莫雷能代表火箭肖华不是代表nba吗？就喜欢看nba偏偏不看火箭？跪一半不跪一半累吗,Thu Oct 31 13:07:37 +0800 2019,5518246582,RS52770
4433441694684707,竟然有火箭了,Thu Oct 31 13:05:32 +0800 2019,1847625243,GNZ58-许佳琪
4433441473236529,腾讯好像都不放火箭的,Thu Oct 31 13:04:39 +0800 2019,5173469313,爱唱歌的明明啦啦
4433441473236529,腾讯好像都不放火箭的,Thu Oct 31 13:04:39 +0800 2019,5173469313,爱唱歌的明明啦啦
4433441137485916,举报垃圾火箭,Thu Oct 31 13:03:19 +0800 2019,2593868591,张-XL-
4433440759640200,拒绝火箭队,Thu Oct 31 13:01:49 +0800 2019,5857283647,四季青的小铁匠
4433440487234694,NBA你还发火箭的搞什么,Thu Oct 31 13:00:44 +0800 2019,3512998161,XIANGYANG678
4433440361045814,当你拿了158分还赢不了 那一定是遇到火箭了,Thu Oct 31 13:00:14 +0800 2019,1856141291,llls-yyy
4433439786993967,火箭球迷🐮🍺 莫雷铁杆粉丝！！！,Thu Oct 31 12:57:57 +0800 2019,5822627607,王先森打狗
4433439669244686,回复@酒肉臭122:抵制莫雷可以啊，别抵制火箭啊，两码事行不？这不是中国，谁出问题赖公司……个人原因，OK？再者说了，中国一堆网民天天叫嚣抵制，有什么用？什么效果？,Thu Oct 31 12:57:29 +0800 2019,2144412453,十月份的开始
4433439283289553,回复@闪烁啪:那不至于，好经理多的是，不是没了莫雷火箭就完了,Thu Oct 31 12:55:57 +0800 2019,2144412453,十月份的开始
4433438003779319,发火箭干嘛，忘了莫雷事件了吗,Thu Oct 31 12:50:52 +0800 2019,1775804163,梁肥龍
4433437940945552,回复@爱职业的豪某人:真逗真能双标，萧华支持莫雷，萧华不代表NBA？那火箭的新闻能播肯定也是上面允许的，博主发新闻你们比比啥，你们报警啊！又想跪着看，又想装高尚！搞什么双标，按你们说的NBA能看是国家允许，那人家能发出火箭新闻是谁不允许呢？圣母白莲花们？那些看NBA的都不配嘲讽人家看火箭的,Thu Oct 31 12:50:37 +0800 2019,6311757865,Sprayer_ZZQ
4433437920328376,回复@十月份的开始:[笑cry]那些嘴上说禁止火箭的其实就是其他球队的球迷，因为他们还想看nba所以不能说禁止nba，只能强行把矛头都指向火箭，只禁火箭他们还有球可看,Thu Oct 31 12:50:31 +0800 2019,5518246582,RS52770
4433436871600993,外界都这么针对火箭了 哈登还能拿这么高的分？这是什么心理素质,Thu Oct 31 12:46:22 +0800 2019,1917311403,切尔西AJ
4433436573983644,回复@RS52770:嗯哼！封杀火箭就好了[允悲][允悲][允悲][允悲][允悲][二哈][二哈][二哈],Thu Oct 31 12:45:11 +0800 2019,5705229766,整个球场最靓的崽
4433436536122054,回复@整个球场最靓的崽:既然莫雷能代表火箭队那肖华难道不是代表nba？,Thu Oct 31 12:45:01 +0800 2019,5518246582,RS52770
4433436523936312,今天心情不好，评论里随机抽一个火箭球迷骂一下。,Thu Oct 31 12:44:58 +0800 2019,5264289061,2Lznc
4433436384763176,之前也就发发哈登和威少，不提火箭，现在是感觉风口过了就差全场直播了,Thu Oct 31 12:44:26 +0800 2019,6535855494,old-w
4433436247291302,麻烦淡忘掉有莫雷的火箭,Thu Oct 31 12:43:52 +0800 2019,2405460260,李木木达
4433435713702298,就不要发火箭队相关比赛吧,Thu Oct 31 12:41:45 +0800 2019,3607697913,童To大大i
4433435626485639,回复@RS52770:封杀了火箭就好了！其他队无辜的！现在挺好！[二哈][二哈][二哈],Thu Oct 31 12:41:25 +0800 2019,5705229766,整个球场最靓的崽
4433435625814669,我感觉哈登又一次成长了，爱了爱了，莫雷必死！[doge]//@波兰队长周琦:哈登MVP！火箭总冠军！莫雷必死[允悲][允悲],Thu Oct 31 12:41:24 +0800 2019,2536649945,Pasordinaire1
4433435420259046,我的妈呀 火箭牛啊,Thu Oct 31 12:40:36 +0800 2019,6340944543,占巴太
4433435240077777,扎哥不穿火箭队服都快要认不出来了 支持铁扎,Thu Oct 31 12:39:53 +0800 2019,3308698421,倩小念
4433435055295681,垃圾火箭,Thu Oct 31 12:39:09 +0800 2019,6555133852,Bryant小博
4433432916272126,喜欢火箭喜欢哈登。。咋滴咋滴,Thu Oct 31 12:30:39 +0800 2019,2691470991,RukicN
4433430039194497,火箭队怎么还没死？,Thu Oct 31 12:19:12 +0800 2019,1769933105,何奕-HY
4433429581720136,回复@LL凯0214:这个事是哪个队热起来的？我就喜欢看NBA，偏偏不看火箭，有冲突吗？,Thu Oct 31 12:17:23 +0800 2019,6379768869,开心圣果1240
4433429460378374,那么多举报的，也没见新浪删有关火箭的微博啊？你们举报有屁用？,Thu Oct 31 12:16:55 +0800 2019,5640903069,种族天赋就4吹
4433429002870992,回复@整个球场最靓的崽:[笑cry]我算是看明白了，明明应该禁nba，为啥只说禁火箭，因为还想看其他队的比赛,Thu Oct 31 12:15:05 +0800 2019,5518246582,RS52770
4433428508261791,回复@一只呵呵1:是啊 你们这些人也就会在网络上打两个字 敲两下键盘来证明自己是个爱过的人了 看火箭队比赛就叫不爱国了 概念偷换的真可以 孩子你太年轻了  用看不看比赛来衡量一个人是否爱国 你还是先回炉重造一下吧,Thu Oct 31 12:13:08 +0800 2019,3153688332,愚距
4433428222675397,火箭不是解散了吗？,Thu Oct 31 12:12:00 +0800 2019,3971204232,LLL8885243534
4433428197437535,回复@十月份的开始:把莫雷开除了会不会认为莫雷代表火箭嘛？但是莫雷开除了火箭就凉了呀,Thu Oct 31 12:11:54 +0800 2019,3101338993,闪烁啪
4433427987924518,回复@愚距:在你们这些人的眼中爱国是有错的，以前我很不理解为什么废青会存在，直到看了你们的言辞，先烈抛头颅洒热血就是为了能让你们舒服的看着火箭队的比赛，随便嘲讽一下我们这些“网络正义者”,Thu Oct 31 12:11:04 +0800 2019,5495053001,一只呵呵1
4433426562512272,火箭加油,Thu Oct 31 12:05:24 +0800 2019,5943172798,Pile的旦那
4433426519923536,火箭近期都是险胜,Thu Oct 31 12:05:14 +0800 2019,1690030525,HHHennessy
4433425106592827,回复@闪烁啪:火箭不会做任何措施，做了就是认为莫雷代表了火箭,Thu Oct 31 11:59:37 +0800 2019,2144412453,十月份的开始
4433424687435762,看见火箭就是投诉举报,Thu Oct 31 11:57:57 +0800 2019,3451585070,估计冇人有呢个名
4433424351307045,NBA不禁就算了，火箭还发,Thu Oct 31 11:56:36 +0800 2019,5734482558,愚蠢得可爱
4433424225907455,要点比脸，别发火箭了,Thu Oct 31 11:56:07 +0800 2019,5088487085,守望麦田的牧羊少年
4433423811103311,发点别的队就行了  火箭就不要发了,Thu Oct 31 11:54:28 +0800 2019,1632560651,奔跑的蜗牛00000000000
4433423601001337,不是抵制火箭吗,Thu Oct 31 11:53:38 +0800 2019,not contain this var,not contain this var
4433423340859933,垃圾，火箭不是屏蔽了吗,Thu Oct 31 11:52:36 +0800 2019,1894174577,jimmy孙孙
4433423093241128,火箭滚,Thu Oct 31 11:51:37 +0800 2019,5453656470,董勃良要努力呀
4433422615818226,回复@bailey好孩子:？？？问看打篮球的火箭球迷？.去问搞政治的才能知道怎么让他们道歉..搞得火箭球迷不想莫雷司马样的,Thu Oct 31 11:49:42 +0800 2019,5356485289,银河护卫队南昌分部部长鹰眼
4433422317780023,回复@Jirel:火箭今天的回放没罚看了吧[允悲],Thu Oct 31 11:48:32 +0800 2019,3153688332,愚距
4433421772574357,开始播火箭新闻了？,Thu Oct 31 11:46:22 +0800 2019,3006414075,不会修图的摄影师耗子
4433421507556606,回复@啥是gay-:所以应该抵制肖华抵制nba啊，只抵制火箭是什么意思，让那些其他球迷还有球可看？,Thu Oct 31 11:45:19 +0800 2019,5518246582,RS52770
4433421503930170,回复@NCCNNC:楼主不是个双标狗？NBA不禁我懂，但是必须禁火箭，典型的小人心态，我支持禁NBA,Thu Oct 31 11:45:18 +0800 2019,6311757865,Sprayer_ZZQ
4433420903681668,为什么还有火箭新闻,Thu Oct 31 11:42:55 +0800 2019,3881661578,系我哥
4433420669084385,回复@十月份的开始:他不能代表火箭，可是他就是火箭的经理，说了这些话火箭似乎并没有做任何措施。哈登那件事后道歉有错[费解]威少那件事后穿汉服有错[费解]可他们两还是得被喷[吃瓜],Thu Oct 31 11:41:59 +0800 2019,3101338993,闪烁啪
4433420291407815,回复@ROCKETS-彭哥:还火箭哦 跪族？,Thu Oct 31 11:40:28 +0800 2019,not contain this var,not contain this var
4433420077567644,其实有些人喜欢火箭、偷偷看就行了，也有很多渠道，但是🚀的新闻不能上明面来，公共媒体更不能报道，坚决抵制，给他们个教训,Thu Oct 31 11:39:38 +0800 2019,3811311368,Amos-WHY
4433420014454408,哈登牛逼🐮哈登还是那个MVP，从来不担心哈登的手感，只要哈登想得分谁也挡不住，就看哈登心理而已，不过火箭的防守太惨不忍睹了，让对手得了158分，简直就是打全明星一样，必须解决防守问题，还有戈登的状态实在是迷，三分太铁，还好最后一个三分进了，戈登啊赶快找回状态呀，你不开火箭就很难赢球。,Thu Oct 31 11:39:23 +0800 2019,6031014705,杲杲日出YGP
4433419594965479,哈登牛逼🐮哈登还是那个MVP，从来不担心哈登的手感，只要哈登想得分谁也挡不住，就看哈登心理而已，不过火箭的防守太惨不忍睹了，让对手得了158分，简直就是打全明星一样，必须解决防守问题，还有戈登的状态实在是迷，三分太铁，还好最后一个三分进了，戈登啊赶快找回状态呀，你不开火箭就很难赢球。,Thu Oct 31 11:37:43 +0800 2019,6031014705,杲杲日出YGP
4433419569975993,tmd必须封杀火箭，,Thu Oct 31 11:37:37 +0800 2019,5963607323,侯孙心月安康乐
4433419448634868,抵制NBA，人家对外说中国人离不开NBA，最多三个月。你们很给力，三天啥事没有了，一个个当初骂的很起劲，然而转头就去看比赛，刚开始以自己不看火箭比赛安慰自己，慢慢的，等风头过了，一切恢复哈哈哈  可笑，真的是可笑,Thu Oct 31 11:37:08 +0800 2019,6547943649,难得余生
4433419104636933,为啥还有火箭？,Thu Oct 31 11:35:46 +0800 2019,3963892754,天天都不困
4433418957464003,火箭不是封杀了吗。这都敢转 必须封了@姚明,Thu Oct 31 11:35:11 +0800 2019,5963607323,侯孙心月安康乐
4433418936843628,還報道火箭?,Thu Oct 31 11:35:06 +0800 2019,1726675327,洪世欣
4433418693160146,回复@王JK7:还敢不发火箭？,Thu Oct 31 11:34:08 +0800 2019,not contain this var,not contain this var
4433418295156573,回复@er十郎当歲:没记错的话，比较经典的是詹姆斯跨栏勇士16踢裆，18西决遇火箭格林打手不吹，我从没有听过谁黑哈登季后赛碰瓷，具体什么原因，大家心知肚明,Thu Oct 31 11:32:33 +0800 2019,not contain this var,not contain this var
4433418232507285,不是要抵制火箭队，怎么又是他的新闻。,Thu Oct 31 11:32:18 +0800 2019,3880437991,-把伤疤当酒窝
4433418194423875,不是屏蔽火箭了吗,Thu Oct 31 11:32:09 +0800 2019,6090035380,力挺脊柱
4433418047675631,回复@银河护卫队南昌分部部长鹰眼:火箭没毛病怎么不处理莫雷,Thu Oct 31 11:31:33 +0800 2019,6404623001,bailey好孩子
4433417850442769,为什还有火箭的消息,Thu Oct 31 11:30:47 +0800 2019,1653882870,wilson-zyc
4433417099413722,不让报导火箭,Thu Oct 31 11:27:47 +0800 2019,6052456535,一个人的赏心悦目
4433416956904676,这赛季火箭比赛虽然没看 但是看比分就觉得很刺激精彩，真的死吗莫雷。,Thu Oct 31 11:27:14 +0800 2019,5796354568,图图不乖小新不闹
4433416952800308,怎么还发火箭呢,Thu Oct 31 11:27:13 +0800 2019,5309311137,元气满满的权酱
4433416579626365,火箭司马，放尼玛的火箭新闻,Thu Oct 31 11:25:44 +0800 2019,2048635814,我_陳國榮
4433416382070109,你得100分我也不看火箭球,Thu Oct 31 11:24:57 +0800 2019,3071971717,A小兵商嘎
4433416357386553,火箭都被封杀了，还舔呢,Thu Oct 31 11:24:50 +0800 2019,6372434055,大心脏_11
4433416194227450,还在发火箭新闻啊,Thu Oct 31 11:24:11 +0800 2019,3917134368,wYbo--
4433416176648558,回复@十月份的开始:莫雷是火箭队的总经理，你给我说他代表不了火箭?而且火箭老板也没有说任何话，参考NBA快船前老板，三天不到直接下处罚，怎么的民族歧视就不行，支持港独就行了??,Thu Oct 31 11:24:08 +0800 2019,5977960064,啥是gay-
4433416101148360,不是说不能报道火箭嘛,Thu Oct 31 11:23:49 +0800 2019,2424764963,冬东咚是不是老年人
4433416059322366,nba不禁我懂，但你发火箭是不是过分了，完全把球迷当狗吗,Thu Oct 31 11:23:39 +0800 2019,1888378920,隨便長的帥哥
4433416047024642,抵制莫雷，抵制火箭,Thu Oct 31 11:23:36 +0800 2019,3811311368,Amos-WHY
4433415476351655,火箭的新闻也开始播了？看来是没事儿了。过两天央视一复播，这事彻底结束,Thu Oct 31 11:21:20 +0800 2019,1910974921,小x没围脖
4433415137077935,"回复@王子曰Ace:抵制火箭新闻你就不要来评论,你一评论火箭新闻又顶上去了,一切都怪你",Thu Oct 31 11:20:00 +0800 2019,3633309490,沈月家的小迷弟
4433414931188262,莫雷是火箭总经理就抵制火箭 肖华是NBA总裁你们抵制NBA了吗？打着爱国旗帜五十步笑百步可有意思！到底是应该抵制肖华莫雷还是某队球员才是爱国？,Thu Oct 31 11:19:10 +0800 2019,2254876102,Zobelop
4433414838761662,NBA你大爷播火箭的新闻,Thu Oct 31 11:18:48 +0800 2019,5141628874,一来再来
4433414600498099,回复@王子曰Ace:抵制nba新闻啊抵制什么火箭？,Thu Oct 31 11:17:52 +0800 2019,5518246582,RS52770
4433414587602433,迫不及待看到火箭队进入总决赛并赢得冠军。想想到时大陆没有转播、比赛结果没有报道，NBA就像消失了一样！那该多刺激呀,Thu Oct 31 11:17:49 +0800 2019,1864886934,一直涨价的二师兄
4433414528196767,@張鵬宇-: 从原来抵制NBA 到现在抵制莫雷了，你们真是越来越6，为了看火箭球给自己找各种理由推脱。爱国情绪也就能坚持一周？,Thu Oct 31 11:17:35 +0800 2019,1745369985,涷涷15
4433414478337102,能tm不转火箭不？有脸吗,Thu Oct 31 11:17:22 +0800 2019,1655003273,我不是sun老师
4433414444676629,哈你妈妈屁，封杀火箭,Thu Oct 31 11:17:15 +0800 2019,5141628874,一来再来
4433414364989434,不是不让发火箭新闻么？,Thu Oct 31 11:16:56 +0800 2019,2667516827,我就爱躺着
4433414235051208,看了直播的表示两队的防守真是稀烂 火箭的防守退步太多了,Thu Oct 31 11:16:25 +0800 2019,1828492527,跃马香江
4433414159598365,火箭这场比赛牛逼啊，新赛季常规赛单场得分新高,Thu Oct 31 11:16:06 +0800 2019,5678538801,乘号1995
4433414133938299,火箭？什么队？没听过呀。,Thu Oct 31 11:16:00 +0800 2019,1698889634,Christen-Tao
4433413970348055,为什么？？？为什么要有火箭的报道,Thu Oct 31 11:15:22 +0800 2019,1954333710,黑神LBJ
4433413597505587,回复@Roach0:跟我没有关系，我只知道火箭队的总经理发了一条支持港独的推特，我热爱我的祖国，莫雷如没有道歉或者受到相应的处罚，我就支持抵制nba火箭队[三三蹦跳],Thu Oct 31 11:13:53 +0800 2019,2280997797,Authentic跑跑跳跳
4433413585336690,回复@整个球场最靓的崽:火箭队做了什么？,Thu Oct 31 11:13:50 +0800 2019,1692796414,飞奔的裘德
4433413358424841,讲道理，禁播火箭之后，我们看球都不用花钱了，以前还想着去腾讯看，现在真的资源多到你看不完，害,Thu Oct 31 11:12:55 +0800 2019,2080713623,531丨吴宣仪
4433413299519141,还发死人火箭队的消息,Thu Oct 31 11:12:42 +0800 2019,7305978731,Tony86752
4433413169258781,回复@Renauynip:这个可以有..火箭没毛病哈登龟龟没毛病...但是莫雷亲妈天天死都不够[太开心][太开心][太开心],Thu Oct 31 11:12:11 +0800 2019,5356485289,银河护卫队南昌分部部长鹰眼
