ID,Content,WeiboID,DateID,DateID-Day,NickName,UserID
97,"全场
篮球-NBA-第三节
丹佛掘金 VS 萨克拉门托国王(主)
大 57.5
#NBA# #推荐# ​",4432692500010394	,2019-10-29-11,2019-10-29,NBA足球篮球推手-轩姐,6622419535	
98,【篮球一起侃】今日有不少NBA的比赛，其中一场比赛并不受球迷的欢迎，但是其中有几个球星还是比较受到球迷的 最不想看到的结局！保罗对阵“老东家”表现槽糕，和安东尼只差一步 http://t.cn/Ai1WuwVV ​,4432692462099951	,2019-10-29-11,2019-10-29,19篮球世界杯,6732409172	
99,库里连续背后妙传！水拉稳稳命中底角三分，这对后场组合的配合渐入佳境！#NBA比赛日# #高光时刻#  http://t.cn/Ai1WmdVh ​,4432692323561511	,2019-10-29-11,2019-10-29,声色NBA,2022171303	
100,"#休斯顿火箭# #NBA[超话]# 
【球员数据】詹姆斯-哈登
40分3篮板7助攻1抢断1封盖；
4失误5犯规，正负值-3
出手21次中8，三分14中3，罚球22中21 ​",4432692277850549	,2019-10-29-11,2019-10-29,休斯顿火箭,3802896629	
101,"威斯布鲁克走进雷霆队的更衣室，队友开玩笑说他进错了更衣室。克里斯·保罗开玩笑说:“快船因为这件事想让我停赛。保罗开玩笑说，“拜托，伙计，你得离开这里。”

#休斯顿火箭# #NBA# #威少# ​",4432692130621125	,2019-10-29-11,2019-10-29,休斯顿火箭动态,6231522929	
102,"罗斯今日图集
小菜鸡 上下半场换鞋了?[doge]
Derrick Rose 191029 vs pacers
#玫开二度# #nba吐槽大会# #底特律活塞# ​",4432691950547541	,2019-10-29-11,2019-10-29,罗斯中文网微博,2120188435	
103,NBA第一周数据排行榜，詹姆斯领衔总助攻榜，浓眉领衔总盖帽和场均盖帽榜！ ​,4432691895897711	,2019-10-29-11,2019-10-29,湖人之声,5311051917	
104,"#NBA吐槽大会##萨克拉门托国王# 
霍姆斯接Bogi的助攻隔扣普林姆利
点燃全场！！！ http://t.cn/Ai1Wmyis ​",4432691879304922	,2019-10-29-11,2019-10-29,MB3巴格利资讯,6439345041	
105,"#休斯顿火箭# #NBA[超话]# 
【球员数据】威斯布鲁克
21分12篮板9助攻1抢断；
5失误4犯规，正负值+19全场最高
出手16次中9，三分1中0，罚球4中3 ​",4432691778603499	,2019-10-29-11,2019-10-29,休斯顿火箭,3802896629	
106,#NBA零距离##菲尼克斯太阳# 【乌布雷外线3+1】球在太阳外线流畅运转，乌布雷看准时机坚决出手，3+1打成！#爵士vs太阳#  http://t.cn/Ai1WlLdr ​​​,4432691661714105	,2019-10-29-11,2019-10-29,灌篮杂志,1719824734	
107,"Let’s keep it rolling
根本停不下来
#相信过程##硬核大帝##NBA新赛季2019# ​",4432691652924715	,2019-10-29-11,2019-10-29,JoelEmbiidOfficial,6105641942	
108,[吃惊][吃惊][吃惊]最佳助攻预定#nba新赛季2019#  http://t.cn/Ai1Wnxfv ​,4432691388932613	,2019-10-29-11,2019-10-29,孔德昕,2770340745	
109,"火箭vs雷霆威少21+12+9集锦！

#休斯顿火箭# #NBA# #威少#  http://t.cn/Ai1WnIYP ​",4432691367248343	,2019-10-29-11,2019-10-29,休斯顿火箭动态,6231522929	
110,"#NBA吐槽大会##萨克拉门托国王# 
Bogi遭包夹后妙传 助攻阿里扎命中底角三分 http://t.cn/Ai1WntL3 ​",4432691325867026	,2019-10-29-11,2019-10-29,MB3巴格利资讯,6439345041	
111,"#休斯顿火箭[超话]##NBA吐槽大会# 
哈登今日40+图集

恭喜  火箭二连胜   哈登40+   威少准三双 ​",4432691309027706	,2019-10-29-11,2019-10-29,休斯敦火箭图集,6698088712	
112,NBA开赛以来第一个大冷门出炉。莱昂纳德带领的快船爆冷122... 乔治快回来！三巨头78分难阻爆冷，3大首发18中4，莱昂纳德带不动 http://t.cn/Ai1Wn7b1 ​,4432691187311646	,2019-10-29-11,2019-10-29,周晨54451,5789775390	
113,北京时间10月26日，刚刚结束的一场NBA常规赛里，雷霆主场... 上场30分钟仅6分，还有5次失误！雷霆输球，保罗，你的变化有点大 http://t.cn/Ai1WEeuM ​,4432691111857424	,2019-10-29-11,2019-10-29,周晨54451,5789775390	
114,"#茗嘴随时播[超话]##休斯顿火箭# 【火箭vs雷霆- 赛后数据】
🚀今日比赛📊数据对比：
@休斯顿火箭➡️
三分命中率 22.7%； 投篮命中率43.3%；罚球命中率 84.8% 
篮板总数 40个 = 9x进攻篮板 + 31x防守篮板；
助攻总数 21个；抢断总数6次；封盖总数6次；
失误总数 14次；失误得分13；犯规总数24次；
 ​",4432691095031366	,2019-10-29-11,2019-10-29,旺洋洋杨铭,5953359844	
115,有点难过，赛季首胜也值得上次热搜  渣勇，平安就好，远离伤病🙏#勇士赛季首胜##NBA吐槽大会# ​,4432691082286606	,2019-10-29-11,2019-10-29,篮球会发光,3237593591	
116,"父女甜蜜时刻[给你小心心][佩奇][米奇比心]

#NBA吐槽大会# ​",4432691027991571	,2019-10-29-11,2019-10-29,湖人图集,6426851865	
117,NBA开赛至今欧文表现堪称完美！#nba##nba吐槽大会##体育##篮球# http://t.cn/Ai1WEHdn ​,4432690969104549	,2019-10-29-11,2019-10-29,微游体育频道,5502124717	
118,"🎬 今日库里对阵鹈鹕集锦！熟悉的库日天回来啦！

#NBA吐槽大会# #体育速递#  http://t.cn/Ai1WEWBU ​",4432690919048727	,2019-10-29-11,2019-10-29,Micro篮球显微镜,7261074822	
119,#NBA零距离#【伦纳德极限拉杆】路威反击送出助攻，伦纳德接球底线突破负角度极限拉杆命中[吃惊] #黄蜂vs快船#  http://t.cn/Ai1WEJCj ​,4432690776031463	,2019-10-29-11,2019-10-29,NBA,1883881851	
120,"#茗嘴随时播[超话]#窒息攻防！老鹰103-105惨遭76人逆转！比赛激战到最后一秒！比赛最后时刻，76人领先三分提前犯规，特雷杨两罚一中，柯林斯补篮扳平比分，最后一攻，恩比德内线强打造成犯规，恩比德最终两罚两中，拿下了比赛！
本场比赛，大帝复出砍下35分13篮板5助攻，老鹰队球星特雷-杨下半场发挥不 ​",4432690705467337	,2019-10-29-11,2019-10-29,旺洋洋杨铭,5953359844	
121,"#休斯顿火箭[超话]##NBA吐槽大会# 
恭喜火箭取得二连胜

哈登本赛季首次砍下40+

但在这场胜利的背后，我们也要看到很多需要改善的方面。我总结了以下三点，总结的不到位，欢迎大家补充

1:但哈登的状态还有提高的空间，本场 比赛的40分里有21分来自罚球，如果在季后赛遇到尺度比较宽松的裁判，哈登就 ​",4432690520333267	,2019-10-29-11,2019-10-29,休斯敦火箭图集,6698088712	
122,#旋猫今日集锦##NBA球员集锦##NBA吐槽大会#【20191029库里26分3板11助3断1失误，17中9】勇士终于打出攻防两端回归正常的表现，拿到赛季首胜，库里个人得分不多，但靠库有引力送出大量助攻。  http://t.cn/Ai1WRRmG ​,4432690381683597	,2019-10-29-11,2019-10-29,旋猫,1665176985	
123,"【比赛集锦】

隔扣JJJ！阿伦本场比赛打出了血性！就是这样！

#布鲁克林篮网[超话]# http://t.cn/Ai1WRR5w ​",4432690373793104	,2019-10-29-11,2019-10-29,布鲁克林篮网,3800480539	
124,开赛第二周的球队实力榜！快船榜首，76人雄鹿紧随其后，湖人排在第五！#图说NBA# ​,4432690373273478	,2019-10-29-11,2019-10-29,新浪NBA,1736329970	
125,"当年科比vs艾弗森2001年史诗般的对决！！精彩绝伦让你看的热些沸腾

科比：你不知道巅峰的艾弗森有多强！  http://t.cn/Ai1WRSZ2 ​",4432690201683363	,2019-10-29-11,2019-10-29,微三体育,5860118409	
126,"在刚刚结束的一场常规赛里，史蒂文-亚当斯遭遇左膝撞伤，据记者透露，亚当斯在比赛中尝试带伤作战，但第四节的时候无法继续下去，主动和教练提出换下自己。

在今日的比赛里，亚当斯打了27分钟，拿到了6分12篮板1助攻2盖帽。
愿伤病远离球员🙏#NBA比赛日# ​",4432690180651420	,2019-10-29-11,2019-10-29,虎扑篮球,1642292081	
127,对NBA还有眷恋，是罗斯。 ​,4432690105202463	,2019-10-29-11,2019-10-29,-大甩-,1619015200	
128,"#NBA吐槽大会# 
大家出来看乔丹... ​",4432690067647528	,2019-10-29-11,2019-10-29,老徐说球,6006841844	
129,10点，NBA，太阳39比46爵士，中场休息，爵士-7.5分 ​,4432690067335849	,2019-10-29-11,2019-10-29,coco婷2019,7068042370	
130,"哈登vs雷霆40分3篮板7助攻1抢断1盖帽集锦！ 登哥命中率还是不高啊，希望快点找回状态！[思考][思考]
#NBA吐槽大会##哈登# http://t.cn/Ai1WRAxI ​",4432689978945874	,2019-10-29-11,2019-10-29,火箭动态,5567503278	
131,"KD做客猛龙前锋赛尔吉-伊巴卡美食节目。在节目中杜兰特谈到了未来可能的职业规划。

伊巴卡问道：“你已经有了NBA总冠军，赢了奥运金牌，你已经算是赢得了所有东西，那么下一步呢？你想干点啥？”

杜兰特说道：“我如此年轻就完成了这么多成就....现在我想看看我能不能完成的更多点。我真的挺想在我职 ​",4432689953965639	,2019-10-29-11,2019-10-29,杜兰特资讯Club,5662236457	
132,"威少今日21分12篮板9助攻集锦！！几个前场篮板真的牛逼啊！！！
#NBA吐槽大会##威斯布鲁克# http://t.cn/Ai1W8eNE ​",4432689844869828	,2019-10-29-11,2019-10-29,火箭动态,5567503278	
133,"威少赛后去到雷霆更衣室，与老友叙旧[心][心]
#NBA吐槽大会##威斯布鲁克# ​",4432689819960757	,2019-10-29-11,2019-10-29,火箭动态,5567503278	
134,nba确实假的可以太阳剩56秒领先1分然后卢比奥带着命令上来了56秒被打一波8-0牛逼  表演的可以 ​,4432689773703831	,2019-10-29-11,2019-10-29,胡莱帮,2801307141	
135,"快攻顺下

字母哥残暴滑翔炸扣！

http://t.cn/Ai1Wyo0i ​​​

#NBA零距离# ​",4432689766043822	,2019-10-29-11,2019-10-29,字母哥FansClub,6403737490	
136,"我发现NBA这事儿最后的结局就是
1:CCTV5不再转播NBA赛事。
2:腾讯视频只转播火箭队以外的赛事。
3球迷:大家就当无事发生

就是不知道潜在的代言，商务合作之类的有没有影响。 ​",4432689589634935	,2019-10-29-11,2019-10-29,雩歌_,6133795297	
137,克雷格和普拉姆利前赴后继完成终结！但千言万语汇成一句：We want MPJ！#掘金vs国王##NBA吐槽大会# http://t.cn/Ai1W891t ​,4432689589066653	,2019-10-29-11,2019-10-29,迈克尔波特MPJ,6307422658	
138,"库里状态回升，三节打卡3数据创高 助攻队友做鬼脸变小学生 
贝博体育2019-10-29 #库里##NBA# 
对于库里而言，新赛季就遭遇的当头棒喝，让勇士和自己都一起陷入了低迷，调整已经是迫在眉睫。北京时间2019年10月29日，勇士客场以134-123大胜鹈鹕，库里拿下26分11次助攻3抢断，这三个数据都是赛季新高。 ​",4432689551561315	,2019-10-29-11,2019-10-29,贝博体育官方ballbet,7205342861	
139,"金州幼儿园放学了！库里拉塞尔蹦蹦跳跳回更衣室[二哈][二哈][二哈]
#nba吐槽大会# #勇士赛季首胜# ​",4432689408712752	,2019-10-29-11,2019-10-29,篮球暴叔,6172536581	
140,"#勇士赛季首胜# 【库里26+11格林三双 勇士送鹈鹕开季四连败】北京时间10月29日，NBA常规赛继续进行，金州勇士客场挑战新奥尔良鹈鹕，第三节结束时勇士便已经确立了24分的领先优势，最终以134-123轻取鹈鹕，取得本赛季首胜的同时送给对手四连败。
此役，库里砍下26分11助攻，格林16分17篮板10助攻，拉塞 ​",4432689296237532	,2019-10-29-11,2019-10-29,体坛大白,2917963670	
141,"NBA公布了上周的东西部最佳球员，老鹰的特雷-杨和森林狼的唐斯分别当选。
特雷-杨上周带领老鹰取得2胜0负，他场均得到38.5分9次助攻和7个篮板，投篮命中率和三分命中率分别为58.7%和55%；
唐斯带领森林狼队取得3胜0负，他场均得到32分13.3个篮板和5次助攻，投篮命中率和三分命中率分别为52.5%和51.7%。 ​",4432689278939032	,2019-10-29-11,2019-10-29,3X3黄金联赛上海,6809850827	
142,"#范乔丹晃倒富尔茨##NBA吐槽大会#
这么厉害吗？原来16岁的戈登就展现了“扣篮王”的天赋！这样禽兽般的身体真是让人羡慕 嫉妒 恨！[二哈] http://t.cn/Ai1WQmlK ​",4432689152903603	,2019-10-29-11,2019-10-29,天下篮球快报,6041830417	
143,"#NBA吐槽大会##萨克拉门托国王# 
半场结束 掘金47-53国王
福克斯11分2板3助 阿里扎9分4板2助 霍姆斯15分5板（7-7 FG）博格丹5分4板6助

霍姆斯牛逼！！！ ​",4432689060954689	,2019-10-29-11,2019-10-29,MB3巴格利资讯,6439345041	
144,今天富尔茨的队友艾萨克表现非常出色，他出场33分03秒，投篮10中7，三分7中5，砍下24分7板3断2帽。[赞][赞]#NBA吐槽大会# ​,4432689052312655	,2019-10-29-11,2019-10-29,马克尔-富尔茨中文网,5864149934	
145,今日比赛拉塞尔集锦！拉塞尔今日拿下24分8板7助攻，表现全面！拉塞尔现在是勇士阵容最有能力分担库里进攻端压力的球员！我们相信拉塞尔一定会在勇士的体系里表现的越来越好！#NBA吐槽大会# #勇士赛季首胜# http://t.cn/Ai1WQGDZ ​,4432688787985280	,2019-10-29-11,2019-10-29,见证体育,6446620323	
146,"NBA推荐 - 第三节预测
萨克拉门托国王  53.5  大球

国王跟掘金这场在半场结束我看好第三节国王有机会小胜，但是掘金目前状态非常好也未尝过败仗，本场还是有望翻转胜负。
反正『我命由我不由天』 我就追大球！！
#NBA# #NBA推荐# ​",4432688657843728	,2019-10-29-11,2019-10-29,NBA足彩分析师,1336846203	
147,"库里26分 3板 11助高光集锦 
勇士本赛季首胜！！！库里太难了[允悲]期待汤神早日回归

#NBA长草期大赛##勇士赛季首胜# http://t.cn/Ai1WHsoe ​",4432688633173504	,2019-10-29-11,2019-10-29,篮球盛点,1769043174	
148,#NBA零距离# 【国王连中三分】福克斯和别利察相继命中三分，国王连续得分保持领先。#掘金vs国王#  http://t.cn/Ai1WHekv ​,4432688595012326	,2019-10-29-11,2019-10-29,NBA,1883881851	
149,上周NBA最佳Crossovers剪辑，看看都有那些华丽的过人表演。  http://t.cn/Ai1WHHIe ​,4432688448069803	,2019-10-29-11,2019-10-29,拜伦_斯科特,5390000634	
150,【勇士赛季首胜】还得看死亡五小！勇士变阵收奇效，库里26分11助攻，水拉24+7+8，追梦16分17篮板10助攻砍三双，大米恩-李大发神威替补出战砍下23分11篮板，勇士大胜鹈鹕拿下赛季首胜！#勇士赛季首胜# #NBA吐槽大会#  http://t.cn/Ai1WHTim ​,4432688439657202	,2019-10-29-11,2019-10-29,NBA吐槽帝,2525046727	
151,"#扎克拉文[超话]# ""We keep pissing away wins. I feel like we should be 3-1 right now, but it's flipped around."" http://t.cn/Ai1WHTAG ​",4432688435770679	,2019-10-29-11,2019-10-29,扎克拉文ZachCamp,5196289119	
152,Warriors Beat Pelicans @金州勇士 Game Rewind http://t.cn/Ai1WH0RG ​,4432688377493142	,2019-10-29-11,2019-10-29,LaurenceScott,5730419375	
153,#新浪看点# NBA第二周实力榜出炉：快船仍第一，湖人第五，勇士第17下跌7位http://t.cn/Ai1WH0NV ​,4432688372631895	,2019-10-29-11,2019-10-29,颜小白的篮球梦,2289815244	
154,#勇士赛季首胜# 库里赢球后的样子，小学森梦回勇士王朝啊！#热议NBA# http://t.cn/Ai1WHCEZ ​,4432688343184822	,2019-10-29-11,2019-10-29,篮球君,6882357156	
155,#NBA零距离# 【乌布雷抢断暴扣】活力十足！乌布雷闪电出击截断英格尔斯传球，一条龙奔袭前场双手暴扣！#爵士vs太阳#  http://t.cn/Ai1WH9M6 ​,4432688326675195	,2019-10-29-11,2019-10-29,NBA,1883881851	
156,【狂暴战士！海斯NBA首秀砍19+3集锦】今天由于费沃斯缺席，8号休海斯获得了一些出场时间，他全场11投9中，爆砍19分3篮板1盖帽的数据。比赛中大帽MVP库里，每一球都是高光时刻，简直是人类电影精华般的存在！[笑而不语]#Won't Bow Down##视频星计划# http://t.cn/Ai1WHadE ​,4432688289203699	,2019-10-29-11,2019-10-29,Zion威廉森,6524413041	
157,今日比赛库里集锦！库里今天砍下26分11中助攻的两双数据！带队拿下赛季首胜！#NBA吐槽大会# #库里# http://t.cn/Ai1WHquo ​,4432688129453888	,2019-10-29-11,2019-10-29,见证体育,6446620323	
158,"克利福德教练谈及在赛季初期寻找到球队最佳的阵容排布：“你每晚都能学到一些东西，每年的这个时间，特别是像我们这样的球队。我所发现的就是我们需要一定的时间才能找到最佳的阵容组合。”

“你想要变得平衡，但我们阵中有许多家伙首先是防守者，这让事情变得更加容易。因为我们不会排除任何阵容（攻 ​",4432688125247623	,2019-10-29-11,2019-10-29,马克尔-富尔茨中文网,5864149934	
159,勇士VS鹈鹕全场高光集锦！今日鹈鹕青年军有着不错的发挥，但无奈勇士全队开花将比赛牢牢掌控！勇士队在首胜的同时也预示着他们状态的逐渐回归!相信勇士队会逐渐找回他们自己！也期望相信鹈鹕早日取胜！#NBA吐槽大会# #勇士赛季首胜# http://t.cn/Ai1WHy0h ​,4432688075095082	,2019-10-29-11,2019-10-29,见证体育,6446620323	
160,"#NBA# #热议nba# #nba比赛日# #nba新赛季2019# #罗斯# 

玫瑰带刺

罗斯终场前突破上篮得手

送上准绝杀

http://t.cn/Ai1WhKpw ​",4432688058202735	,2019-10-29-11,2019-10-29,刘Aboo,6462212313	
161,你为什么喜欢勒布朗-詹姆斯？詹姆斯一些暖心瞬间，有时候，人品比球技更吸粉！联盟门面，不止冠军！#NBA##女球视频# http://t.cn/AiHCF5CF ​,4432687995694466	,2019-10-29-11,2019-10-29,女球,5114939279	
162,"在刚刚结束的开拓者客场挑战马刺的比赛中，开拓者最终以110-113不敌马刺

其中，开拓者后卫达米安-利拉德全场28投9中得到28分9篮板7助攻，他在末节独拿18分，差点完成逆转！CJ-麦科勒姆得到27分3篮板5助攻
马刺后卫德马尔-德罗赞表现出色，16投10中，罚球9投7中，高效砍下27分7篮板
值得一提的是，德罗 ​",4432687970474440	,2019-10-29-11,2019-10-29,虎扑篮球,1642292081	
163,"大家猜猜万圣节装扮，这个灭霸和蜘蛛侠是谁cos的？[doge]（待会公布答案）

#NBA# ​",4432687718226646	,2019-10-29-11,2019-10-29,篮球星选,1891829365	
164,"德罗赞：后面2分跳投和两罚全没，够意思了吧[摊手]
#NBA# ​",4432687559492954	,2019-10-29-11,2019-10-29,NBA足球篮球推手-轩姐,6622419535	
165,10点，NBA，国王53比47掘金，中场休息，掘金让平手分 ​,4432687529815369	,2019-10-29-11,2019-10-29,coco婷2019,7068042370	
166,#NBA零距离#【格拉汉姆连续得分】替补出场的德文特-格拉汉姆连续取分，黄蜂首节末将分差缩小到1分！ #黄蜂vs快船#  http://t.cn/Ai1WTxkM ​,4432687513489338	,2019-10-29-11,2019-10-29,NBA,1883881851	
167,"【NBA战报：库里26+11格林三双莺歌空砍27+10，勇士134-123轻取鹈鹕获首胜】#NBA# 鹈鹕坐镇主场迎战背靠背的勇士，勇士遭遇开局两连败，急需一场胜利来重振士气。最终，6人得分上双的勇士在客场以134-123轻取鹈鹕，取得赛季首胜，同时送给鹈鹕4连败。
勇士队的库里26分3篮板11助攻3抢断、格林16分17篮板 ​",4432687450447255	,2019-10-29-11,2019-10-29,易赛篮球,6582962851	
168,"#nba# #热议nba# #nba吐槽大会# #nba新赛季2019# #nba比赛日# #金州勇士# #库里# 

‘昊’月当空

库里砍下26分+11助攻

帮助勇士134-124战胜鹈鹕

拿下赛季首胜

喜欢库里的朋友可以来我们微博参与预测赢球衣活动噢~~ ​",4432687257217729	,2019-10-29-11,2019-10-29,刘Aboo,6462212313	
169,"#NBA新赛季2019# 【德罗赞第三节爆发，全场狂砍27＋7，马刺喜迎三连胜】

今日，马刺主场迎战开拓者，阿德再战老东家，第一节开始阶段，马刺球员全场哑火，单节被开拓者领先14分，第二节开打，马刺稳住阵脚，逐渐追分，默里攻防两端表现出色，易边再战，德罗赞爆发，单节狂砍18分4篮板，带领马刺反超比 ​",4432687105918231	,2019-10-29-11,2019-10-29,马努-吉诺比利Manu,5533010788	
170,父女时光，剪刀石头布~[doge][笑而不语]#GoLakers##NBA吐槽大会# ​,4432687014070177	,2019-10-29-11,2019-10-29,洛杉矶湖人吧,2205169727	
171,"【金特里赛后采访：最令人恼火的事情是本场比赛中我们从未进入比赛状态】
你可以看到他们投篮不好，但我们真的没有进入比赛状态。这是最恼人的，特别是在主场打比赛的时候。如果我们的球队新赛季口号是：我们不会屈服，那我们就不能像今天这样打球了。#NBA吐槽大会##nba新赛季2019# ​",4432686787466658	,2019-10-29-11,2019-10-29,英格拉姆那些事儿,5880933875	
172,"今日勇士134-123战胜鹈鹕全场集锦

勇士六人得分上双，勇士终结连败！
#NBA吐槽大会##勇士赛季首胜# http://t.cn/Ai1WY6yK ​",4432686787467880	,2019-10-29-11,2019-10-29,微观体育,5816584549	
173,#nba吐槽大会# ​,4432686657173563	,2019-10-29-11,2019-10-29,Despairkang,3162589652	
174,#NBA零距离# 【怀特对飚利拉德】生死时刻，利拉德和德里克-怀特完成了精彩对飚！利拉德先是杀入禁区暴扣得手，随后怀特背转身单打利拉德抛投命中还以颜色；利拉德关键时刻又底线突破强吃怀特得手。最后一攻，利拉德抓到机会三分出手，又是怀特及时扑防让其绝杀无果。精彩的攻防对决。#开拓者vs马刺#   ​,4432686590607363	,2019-10-29-11,2019-10-29,NBA,1883881851	
175,"勇士赢一把真难，对方没有锡安。[大毛略略]
#NBA[超话]# ​",4432686590299844	,2019-10-29-11,2019-10-29,Edison_小柒,1979420402	
176,今日最凶扣篮！来自76人的乔尔-恩比德！柯林斯此时此刻内心大概是有一万句…要讲吧！#NBA比赛日# ​,4432686392974162	,2019-10-29-11,2019-10-29,虎扑篮球,1642292081	
177,"http://t.cn/Ai1WjauM的http://t.cn/Ai16LQ0O 
恋之旅程，这首歌是分手总结之一五大联赛片寂静，不一会儿传来啜泣的声音买球[偷笑]app[好爱哦][馋嘴][哆啦A梦花心] ​",4432686384564667	,2019-10-29-11,2019-10-29,无边风,5361466253	
178,浓眉目前以10次封盖和场均3.3次封盖领先常规赛封盖总数榜和场均封盖榜 #安东尼戴维斯[超话]##洛杉矶湖人[超话]##NBA# ​,4432686360281451	,2019-10-29-11,2019-10-29,安东尼戴维斯资讯,5584087944	
179,【罗斯致命一击】尽管10分6助攻的数据不如前几场亮眼，但今天罗斯还是在关键时刻左右了球队的胜负，比赛还剩28.3秒时，他突破上篮命中帮助球队取得领先！最终活塞也以96-94险胜步行者！#德里克罗斯# #NBA新赛季2019# #NBA吐槽大会# http://t.cn/Ai1WjQOh ​,4432686351322814	,2019-10-29-11,2019-10-29,哈说ball道,1196213593	
180,"#竞彩猫# #NBA# NBA官方公布了第一周东西部最佳球员，亚特兰大老鹰队特雷-杨和明尼苏达森林狼队卡尔-安东尼-唐斯分别当选。

特雷-杨生涯第2次荣膺周最佳球员，他在开幕周场均出战36.5分钟，贡献38.5分7.0个篮板9.0次助攻，投篮命中率58.7%，三分命中率55%，率领老鹰队取得2胜0负的战绩。

唐斯自2017 ​",4432686330290101	,2019-10-29-11,2019-10-29,竞彩猫,5629749871	
181,"#勇士赛季首胜# #nba吐槽大会# 
开局两连败的勇士背靠背客场挑战鹈鹕，他们整场一路领先，最终134-123击败鹈鹕，取得赛季首胜。库里得到26分11次助攻，拉塞尔24分7个篮板8次助攻，格林拿到16分17个篮板10次助攻，收获赛季首次三双，也是生涯第23次拿到三双，勇士后卫雅各布-埃文斯因为内收肌拉伤，此役 ​",4432686137201503	,2019-10-29-11,2019-10-29,天下篮球快报,6041830417	
182,场边认真的家长们[doge][笑而不语]#GoLakers##NBA吐槽大会# ​,4432686095530890	,2019-10-29-11,2019-10-29,洛杉矶湖人吧,2205169727	
183,怎么还有火箭队呢？#NBA# ​,4432686015476334	,2019-10-29-11,2019-10-29,聪哥很硬,1889384255	
184,保罗这个转身假动作过人是真的有点东西！#克里斯保罗# http://t.cn/Ai1WjAjo ​,4432685982240196	,2019-10-29-11,2019-10-29,篮球热搜,5810198542	
185,#休斯顿火箭[超话]# #我的火箭情结# #NBA# #NBA吐槽大会# 戈登抢断 威少暴扣 这气势直接点燃了主场球迷的气氛 高潮了[鼓掌][鼓掌][good][good]  http://t.cn/Ai1WjZCD ​,4432685961211064	,2019-10-29-11,2019-10-29,ROCKETS-彭哥,1670441987	
186,"#NBA[超话]##威斯布鲁克# #威少准三双# 你真帅！里程碑！威少生涯助攻数升至历史第20

火箭今天在主场以116-112战胜雷霆，威少送出了9个助攻。

本场比赛前，威少生涯助攻数为6917，加上4个后超越盖伊-罗杰斯（6917），独享历史第20位，排在前一位的是鲍勃-库锡（6955）。

本场比赛，威少出战35分钟， ​",4432685847764732	,2019-10-29-11,2019-10-29,NBA篮球动态,6185411519	
187,原来是你系列[doge]#GoLakers##NBA吐槽大会# ​,4432685734946035	,2019-10-29-11,2019-10-29,洛杉矶湖人吧,2205169727	
188,"#NBA吐槽大会##萨克拉门托国王# 
希尔德助攻霍姆斯暴扣！！！ http://t.cn/Ai1WllF5 ​",4432685688615730	,2019-10-29-11,2019-10-29,MB3巴格利资讯,6439345041	
189,#NBA##nba吐槽大会# 鹈鹕坐镇主场迎战背靠背的勇士，此役勇士在库里和格林的得分和助攻串联下，全队多点开花，上半场即以72-55建立起大比分领先。易边再战，拉塞尔在第三节频频发炮命中，帮助勇士进一步扩大领先。末节勇士保持良好手感，没有给鹈鹕留下任何机会。最终，6人得分上双的勇士在客场以134-1 ​,4432685654824222	,2019-10-29-11,2019-10-29,myball迈博体育,6894228873	
190,"#NBA吐槽大会##萨克拉门托国王# 
霍姆斯太带劲了 
现在七投七中 罚球二中一 得到15分5板 ​",4432685646410808	,2019-10-29-11,2019-10-29,MB3巴格利资讯,6439345041	
191,"发布了头条文章：《足球竞猜推荐：荷兰杯    维迪斯 vs 格拉夫夏普》 
日职联 10-29 18:00 广岛三箭VS浦和红钻
法联杯 10-30 01:45 尼姆VS朗斯
德国杯 10-30 01:30 弗赖堡VS柏林联合
德国杯 10-30 01:30 萨尔布吕肯VS科隆
意甲 10-30 02:00 帕尔马VS维罗纳
西甲 10-30 02:00 阿拉维斯VS马德里竞技
英联 ​",4432685616980545	,2019-10-29-11,2019-10-29,阿蔓解盘,5288731328	
192,#勇士赛季首胜#。。。不知道说啥了#nba新赛季2019# ​,4432685616979295	,2019-10-29-11,2019-10-29,求求你给点儿力,5349434091	
193,"【NBA战报：字母哥14+10+7米德尔顿21+8，雄鹿7人上双129-112击败骑士】#NBA# 常规赛继续进行，雄鹿主场迎来骑士，前两场比赛两队都是取得1胜1负的成绩。最终，雄鹿以129-112击败骑士。
雄鹿队的米德尔顿21分8篮板2助攻、字母哥14分10篮板7助攻2盖帽、大洛佩兹16分5篮板3抢断2盖帽。
骑士队的塞克斯顿18 ​",4432685604370640	,2019-10-29-11,2019-10-29,易赛篮球,6582962851	
194,"#NBA[超话]# 贝弗利说：你有过去5年，但接下来的5年是我的。
        库里笑着说：你不也31了吗？
[笑cry][笑cry][笑cry] ​",4432685517116752	,2019-10-29-11,2019-10-29,湖人嘚吧嘚,2729089835	
195,"#勇士赛季首胜#在此前勇士和快船的比赛中，贝弗利对着库里喷垃圾话！一位消息人士透露，贝弗利当时对库里说：“过去5个赛季是你的，接下来的5个赛季是我的。”

随后库里笑着回复：“你不是已经31岁了么？”

在那场比赛里，快船以141-122战胜了勇士。#NBA吐槽大会# ​",4432685474295102	,2019-10-29-11,2019-10-29,篮球教学论坛,2357832895	
196,#NBA零距离# 【乌布雷外线3+1】球在太阳外线流畅运转，乌布雷看准时机坚决出手，3+1打成！#爵士vs太阳#  http://t.cn/Ai1WlLdr ​,4432685386858629	,2019-10-29-11,2019-10-29,NBA,1883881851	
